WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE
327,03/09/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,28,09/03/2018 05:40,6,,30,115 MM,1320,220,49.441015,5.607775,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"AT LONGUYEN: - 7 BURSTS ON EASTERN END OF YARDS ON TRACKS LEADING TO DOMMARY-BARONCOURT; 2 BURSTS ON LOCOMOTIVE REPAIR SHOP, AND 2 BURSTS OBSERVED ON BUILDINGS NORTHEAST OF REPAIR SHOP.  AT DOMMARY-BARONCOURT: - 4 BURSTS OBSERVED ON SOUTHERN NECK OF YARDS",#7 DEVELOPED MOTOR TROUBLE NEAR DROMMARY-BARONCOURT ANDRETURNED TO HOME AERODROME AFTER RELEASING BOMBS ON RAILROAD YARDS AT DROMMARY-BARONCOURT.  ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND LONGUYEN.  ONE BIPLANE MACHINE SEEN WEST OF DROMMARY-BARONCOU,ITINERARY VIA VERDUN,PHOTOGRAPHS UNSUCCESSFUL,NONE,POOR,13650
328,03/09/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,29,09/03/2018 17:10,6,,12,155 MM DEMOLITION,1320,220,49.162052,5.887923,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,ALL BOMBS WELL BUNCHED ABOUT JUNCTIONOF CONFLANS - BRIEY R.R. AND CONFLANS - WETZ R.R.  BRIDGE ON CONFLANS - BRIEY R.R. DESTROYED.  ONE EXPLOSION AND FIRE IN BUILDING NORTH OF JUNCTION.,"ANTI-AIRCRAFT HEAVY AND ACCURATE AT CONFLANS.  5 ENEMY SCOUT PAINTED GREEN AND BROWN WITH YELLOW TAILS, (THOUGHT TO BE PFALZ) PERSISTENTLY ATTACKED FROM FRIAUVILLE TO FLIREY.  ONE FELL IN FLAMES LANDING BETWEEN HANNONVILLE AND LABOUVILLE; SHOT DOWN BY LT.",ITINERARY VIA VERDUN,NO PHOTOGRAPHS TAKEN,NONE,FAIR,13650
329,03/09/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,29,09/03/2018 17:10,6,,22,115 MM,968,161.3333333,49.162052,5.887923,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,ALL BOMBS WELL BUNCHED ABOUT JUNCTIONOF CONFLANS - BRIEY R.R. AND CONFLANS - WETZ R.R.  BRIDGE ON CONFLANS - BRIEY R.R. DESTROYED.  ONE EXPLOSION AND FIRE IN BUILDING NORTH OF JUNCTION.,"ANTI-AIRCRAFT HEAVY AND ACCURATE AT CONFLANS.  5 ENEMY SCOUT PAINTED GREEN AND BROWN WITH YELLOW TAILS, (THOUGHT TO BE PFALZ) PERSISTENTLY ATTACKED FROM FRIAUVILLE TO FLIREY.  ONE FELL IN FLAMES LANDING BETWEEN HANNONVILLE AND LABOUVILLE; SHOT DOWN BY LT.",ITINERARY VIA VERDUN,NO PHOTOGRAPHS TAKEN,NONE,FAIR,13650
330,03/09/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2496,226.9090909,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
331,03/09/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2436,203,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500
332,03/09/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,5573,1393.25,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
333,03/09/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4704,1568,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,6500
334,03/09/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
335,03/09/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,7,,,,10956,1565.142857,48.924444,6.6363888,"MORHANGE, BOULAY",FRANCE,"AERODROMES, BLAST FURNACES",AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000
336,04/09/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,30,09/04/2018 10:50,8,,34,115 MM,1496,187,49.168628,5.883966,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"FIRST OBJECTIVE, (DROMMARY-BARONCOURT) NOT ATTACKED ON ACCOUNT OF WIND.  VISIBILITY FAIR.  BOMBS FELL SHORT, LANDING NORTH OF OBJECTIVE.","ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND CONFLANS.  TEN ENEMY SCOUT PLANES ATTACKED FROM FRIAUVILLE TO LAMERVILLE, ONE SHOT DOWN AND CRASHED IN THE VICINITY OF PAREID TO LABEUVILLE.  ATTACK WAS WELL ORGANIZED AND PERSISTENT.MACHINES APPEARED TO BE P","GONDRECOURT, BAR-LE-DUC,  VERDUN, CONFLANS, FRESNES, AMANTY",NONE,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",FAIR,13780
337,04/09/1918,WW I,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,30,09/04/2018 10:50,8,,12,155 MM DEMOLITION,1320,165,49.168628,5.883966,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"FIRST OBJECTIVE, (DROMMARY-BARONCOURT) NOT ATTACKED ON ACCOUNT OF WIND.  VISIBILITY FAIR.  BOMBS FELL SHORT, LANDING NORTH OF OBJECTIVE.","ANTI-AIRCRAFT ACTIVE AND ACCURATE AT ETAIN AND CONFLANS.  TEN ENEMY SCOUT PLANES ATTACKED FROM FRIAUVILLE TO LAMERVILLE, ONE SHOT DOWN AND CRASHED IN THE VICINITY OF PAREID TO LABEUVILLE.  ATTACK WAS WELL ORGANIZED AND PERSISTENT.MACHINES APPEARED TO BE P","GONDRECOURT, BAR-LE-DUC,  VERDUN, CONFLANS, FRESNES, AMANTY",NONE,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",FAIR,13780
338,04/09/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2022,224.6666667,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
339,04/09/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2246,224.6,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
340,04/09/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,13,,,,2960,227.6923077,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500
341,06/09/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1456,1456,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,8700
342,06/09/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,2042,2042,,,LELLINGEN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,9999
343,06/09/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3136,1568,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,6500
344,07/09/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,6,,,,1362,227,49.815713,6.695214,EHRANG,GERMANY,RAIL JTN,AZELOT,48.5941522,6.2420764,,,,,0,,10000
345,07/09/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2422,220.1818182,49.481111,8.435278,LUDWIGSHAFEN,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,1,,10000
346,07/09/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2270,227,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,3,,10000
347,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,31,09/12/2018 10:45,0,,32,90 MM,633.6,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,,NONE,,NONE,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.",VERY POOR,10000
348,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,31,09/12/2018 10:45,0,,2,115 MM,88,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,,NONE,,NONE,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.",VERY POOR,10000
349,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,32,09/12/2018 13:30,9,,248,90 MM INCENDIARY,4910.4,545.6,48.906572,5.665649,BUXERULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,BOMBED BUXERULLES DROPPING A LINE OF BOMBS THRU THE TOWN AND ON THE ROAD SOUTH OF TOWN.   THEY WERE UNABLE TO OBSERVE DAMAGNEES AND RESULTS ON ACCOUNT OF WEATHER CONDITIONS.  THIACOURT AND XAMMES WAS SEEN BURNING AT 2:50 PM.,ANTI-AIRCRAFT INACTIVE AND INACCURATE.  NO ENEMY BALLOONS WERE OBSERVED.  VISIBILITY WAS VERY POOR.  ONE PLANE SEEN IN NO MANS LAND NEAR FEY-EN-HAYS AT 3:00 PM.,"ITINERARY WAS, ST MIHIEL, BUXERULLES, DAMPVITEUS, THIACOURT, FEY-EN-HAYS AND AMANTY",NONE,ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.,VERY POOR,2600
350,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,32,09/12/2018 13:30,9,,16,115 MM,704,78.22222222,48.906572,5.665649,BUXERULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,BOMBED BUXERULLES DROPPING A LINE OF BOMBS THRU THE TOWN AND ON THE ROAD SOUTH OF TOWN.   THEY WERE UNABLE TO OBSERVE DAMAGNEES AND RESULTS ON ACCOUNT OF WEATHER CONDITIONS.  THIACOURT AND XAMMES WAS SEEN BURNING AT 2:50 PM.,ANTI-AIRCRAFT INACTIVE AND INACCURATE.  NO ENEMY BALLOONS WERE OBSERVED.  VISIBILITY WAS VERY POOR.  ONE PLANE SEEN IN NO MANS LAND NEAR FEY-EN-HAYS AT 3:00 PM.,"ITINERARY WAS, ST MIHIEL, BUXERULLES, DAMPVITEUS, THIACOURT, FEY-EN-HAYS AND AMANTY",NONE,ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.,VERY POOR,2600
351,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,33,09/12/2018 18:35,5,,110,90 MM INCENDIARY,2178,435.6,48.56165,6.330722,VIGNEULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,5 PLANES REACHED AND BOMBED VIGNEULLES AND ROAD TO BATTONCHATEL.  NOTHING OBSERVED ON ACCOUNT OF DARKNESS. VIGNEULLES WAS SEEN BURNING AT 19:40 OCLOCK,ENEMY AIRCRAFT AND ANTIAIRCRAFT WERE INACTIVE AND INACCURATE.,"ITINERARY WAS BAR-LE-DUC, DOMMARTIN, VIGNEULLES AND AMANTY",NONE,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.","TOTAL DARKNESS, VERY POOR AND RAINY",2600
352,12/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,33,09/12/2018 18:35,5,,20,8 KILO BOMBS,352,70.4,48.56165,6.330722,VIGNEULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,5 PLANES REACHED AND BOMBED VIGNEULLES AND ROAD TO BATTONCHATEL.  NOTHING OBSERVED ON ACCOUNT OF DARKNESS. VIGNEULLES WAS SEEN BURNING AT 19:40 OCLOCK,ENEMY AIRCRAFT AND ANTIAIRCRAFT WERE INACTIVE AND INACCURATE.,"ITINERARY WAS BAR-LE-DUC, DOMMARTIN, VIGNEULLES AND AMANTY",NONE,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.","TOTAL DARKNESS, VERY POOR AND RAINY",2600
353,12/09/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1350,225,49.066651,6.308383,"COURCELLES, ORNY, VERNY",FRANCE,RAIL TOWN,AZELOT,48.5941522,6.2420764,,,,,0,,10000
354,12/09/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,2,,,,430,215,48.957439,6.05805,CHAMPEY,FRANCE,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,6500
355,12/09/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,2900,1450,49.115461,6.175875,"METZ-SABLON, COURCELLES",FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,6500
356,12/09/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1792,1792,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,8700
357,12/09/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1668,1668,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
358,12/09/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,6130,1532.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000
359,12/09/1918,,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,,,,34,10 KG,748,,,,ENEMY TROOPS RETREATING FROM VIGNEULLES AND CHAMBLEY,FRANCE,ENEMY TROOPS,VAUCOULEURS,48.601914,5.66551,,,,,,,
360,12/09/1918,,FRANCE,GAR,FRENCH AERIAL DIVISION,BREGUET 14 B2,,,235,,656,20 KG,28864,122.8255319,,,,FRANCE,,FOURNEUIL,49.49353,2.107301,,,,,,,
361,13/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,34,9/13/18 15:35,3,,62,90 MM INCENDIARY,1227.6,409.2,49.048236,5.898896,CHAMBLEY,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,THERE WERE NO TROOPS AT CHAMBLEY SO BOMBED AN AMMUNITION DUMP WHICH TOOK FIRE.  COULD NOT LOCATE TROOPS ON ROADS AROUND CHAMBLEY.,"ENEMY ANTI-AIRCRAFT ACTIVE NEAR JAULNY.  VISIBILITY WAS POOR; NO HOSTILE AIRDROMES WERE OBSERVED.  ONE ENEMY PLANE WAS SHOT DOWN NEAR CHAMBLEY. ENEMY AIRCRAFT PROBABLY FOKKER, CANARY YELLOW FUSELAGE AND WING WITH BLACK STRIPES.","ITINERARY WAS, COMMERCY, THIACOURT, CHAMBLEY AND AMANTY",NONE,"TWO OF OUR PLANES WERE SHOT DOWN, LT T. FARNSWORTH AND LT R.E. THOMPSON WENT DOWN NEAR CHAREY, LT S. HOPKINS AND LT BERT WILLIAMS WENT DOWN NEAR DOMMARTIN.",POOR,3900
362,13/09/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,16,,,,3596,224.75,49.011182,6.03683,"ORNY, ARNAVILLE, MT PARK",FRANCE,"RAIL JTN, BRIDGE, TRANSPORT",AZELOT,48.5941522,6.2420764,,,,,2,,10000
363,13/09/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,14,,,,3064,218.8571429,49.115461,6.175875,"METZ-SABLON, ARNAVILLE, MARS, ORLY",FRANCE,"RAILWAYS, ORLY AERODROME",AZELOT,48.5941522,6.2420764,,,,,0,,10000
364,13/09/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
365,13/09/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,1120,560,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,8700
366,13/09/1918,,FRANCE,GAR,FRENCH AERIAL DIVISION,BREGUET 14 B2,,,,,,,3190,,,,"ATTACKS MADE ON DONCOURT, JAULNY, AND OLLEY",FRANCE,CONVOYS AND TROOPS,FOURNEUIL,49.49353,2.107301,,,,,,,
367,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,35,9/14/18 6:25,3,,48,90 MM,950.4,316.8,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED",20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.,"BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY",3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.,NONE,"POOR, CLOUDS",14625
368,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,35,9/14/18 6:25,3,,2,155 MM DEMOLITION,220,73.33333333,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED",20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.,"BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY",3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.,NONE,"POOR, CLOUDS",14625
369,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,35,9/14/18 6:25,3,,2,90 MM INCENDIARY,39.6,13.2,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED",20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.,"BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY",3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.,NONE,"POOR, CLOUDS",14625
370,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,35,9/14/18 6:25,3,,120,ROUNDS,2.9832,0.9944,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED",20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.,"BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY",3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.,NONE,"POOR, CLOUDS",14625
371,14/09/1918,ST MIHIEL,USA,USAAS,11TH AERO SQUADRON,BREGUET 14 B2,35,9/14/18 6:45,7,,6,155 MM DEMOLITION,660,94.28571429,49.9892,5.5184,CONFLANS,FRANCE,RAIL YARD,"AMANTY, FRANCE",,,"CONFLANS, TRACKS CUT AT EASTERN END OF YARDS, ONE BURST ON ROUNDHOUSE, ONE ON STATION, NUMEROUS BURSTS ON NEARBY BUILDINGS AND SOUTHERN PORTION OF TRACKS IN FRONT OF STATION.(96TH, 20TH, 11TH)  BURSTS OBSERVED IN RAILROAD YARDS IN CONFLANS CENTER OF RAILR",ANTIAIRCRAFT WAS POOR AND INACCURATE.  ENCOUNTERED 7 TO 9 FOKKERS SOUTH OF CONFLANS AT 08:00 3000M ALTITUDE.  TWO CONFIRMATIONS REQUESTED.,"BAR-LE-DUC, ST BIHAL, VERDU OBJ. AND RETURN",1-60 CAR TRAIN ENTERING CONFLANS FROM BRIEY AT 8:10 (11TH); 1-25 CAR TRAIN GOINGNORTH OUT OF MARS-LA-TOUR 8:15 (11TH),NONE,"FAIR, MISTY TOWARD GROUND",9750
372,14/09/1918,ST MIHIEL,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,35,9/14/18 6:45,8,,18,155 MM DEMOLITION,1980,247.5,49.9892,5.5184,CONFLANS,FRANCE,RAIL YARD,"AMANTY, FRANCE",,,"CUTTING TRACKS AT EASTERN END OF RAILROAD YARDS AND STATION.  CONFLANS, TRACKS CUT AT EASTERN END OF YARDS, ONE BURST ON ROUNDHOUSE, ONE ON STATION, NUMEROUS BURSTS ON NEARBY BUILDINGS AND SOUTHERN PORTION OF TRACKS IN FRONT OF STATION.(96TH, 20TH, AND 11","ANTIAIRCRAFT HEAVY AND INACCURATE FROM CONFLANS TO TRIANCOURT.  9 E.A. SEEN AT 08:20, 12,000 FT - A GROUP OF 6 ENEMY AIRCRAFT COULD NOT CATCH UP.  GROUP OF 3 DID NOT ATTACK","BAR-LE-DUC, VERDUN, CONFLANS, CHAMBLEY, TRIANCOURT, AMANTY",2-50 CAR TRAINS GOING NORTH INTO BRIEY 8:10 (20TH); 2-50 CAR TRAINS GOING NORTH AT ABBEVILLE AND GONDRESCOURT AT 8:10 (20TH); 1-50 CAR TRAIN GOING EAST AT JOINVILLE 8:10 (20TH),NONE,GOOD,13000
373,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,36,9/14/18 11:00,6,,12,155 MM DEMOLITION,1320,220,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,ALL BOMBS HIT CENTER OF TOWN,ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN,"BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,NONE,"NEAR LINES POOR, CLOUDT",14625
374,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,36,9/14/18 11:00,6,,48,90 MM,950.4,158.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,ALL BOMBS HIT CENTER OF TOWN,ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN,"BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,NONE,"NEAR LINES POOR, CLOUDT",14625
375,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,36,9/14/18 11:00,6,,8,90 MM INCENDIARY,158.4,26.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,ALL BOMBS HIT CENTER OF TOWN,ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN,"BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,NONE,"NEAR LINES POOR, CLOUDT",14625
376,14/09/1918,ST MIHIEL,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,36,9/14/18 11:00,6,,150,ROUNDS,3.729,0.6215,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,ALL BOMBS HIT CENTER OF TOWN,ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN,"BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,NONE,"NEAR LINES POOR, CLOUDT",14625
